lsl_timestamp,ch0,ch1,ch2,ch3,ch4,ch5,ch6,ch7,ch8,ch9,ch10,ch11,ch12,ch13,ch14,ch15
6223.3957641,2042552.0,3345858.0,3759026.0,3961341.0,3073522.0,3155853.0,3327453.0,5884007.0,4165288.0,5063607.0,3600386.0,4294615.0,3685394.0,3053218.0,856312.0,4942125.0
6223.3958049,2047427.0,3354194.0,3766706.0,3971629.0,3085314.0,3168370.0,3339533.0,5895213.0,4176173.0,5073437.0,3608717.0,4305191.0,3697245.0,3065096.0,868189.0,4953058.0
6223.3958453,2051912.0,3354722.0,3769800.0,3972738.0,3084120.0,3164338.0,3332077.0,5886242.0,4178850.0,5074167.0,3611453.0,4305799.0,3695821.0,3061309.0,861075.0,4943373.0
6223.3958853,2045693.0,3344941.0,3756349.0,3957373.0,3069549.0,3151288.0,3322434.0,5878781.0,4170696.0,5063330.0,3597533.0,4290514.0,3680680.0,3047821.0,850259.0,4935741.0
6223.395925,2041085.0,3344434.0,3757917.0,3959885.0,3072098.0,3154440.0,3326562.0,5882887.0,4164376.0,5061991.0,3599304.0,4292749.0,3683224.0,3051250.0,854531.0,4940338.0
6223.39657,2048664.0,3348525.0,3759117.0,3958312.0,3069026.0,3151090.0,3322450.0,5878482.0,4174125.0,5066850.0,3599805.0,4291421.0,3680696.0,3048306.0,850765.0,4935554.0
6223.3966116,2041571.0,3344274.0,3756802.0,3958829.0,3071458.0,3153336.0,3324578.0,5881586.0,4163704.0,5061181.0,3597688.0,4291810.0,3682648.0,3049858.0,852584.0,4938119.0
6223.396652,2044883.0,3349688.0,3762285.0,3965112.0,3079245.0,3162610.0,3335202.0,5892061.0,4172114.0,5067981.0,3604573.0,4299277.0,3691901.0,3060104.0,864413.0,4949639.0
6223.3966923,2054563.0,3361656.0,3771672.0,3974514.0,3085986.0,3167005.0,3336994.0,5891954.0,4182242.0,5079794.0,3613874.0,4308407.0,3697954.0,3064232.0,865955.0,4949709.0
6223.3967324,2048157.0,3348168.0,3760840.0,3961693.0,3070882.0,3150744.0,3321528.0,5877917.0,4174712.0,5066786.0,3602642.0,4295191.0,3682824.0,3048445.0,850157.0,4935351.0
6223.3967725,2041229.0,3343853.0,3756050.0,3958568.0,3071181.0,3153538.0,3324216.0,5880130.0,4163949.0,5061026.0,3597880.0,4291442.0,3682189.0,3050269.0,852835.0,4937693.0
6223.3968122,2043101.0,3347778.0,3760952.0,3964274.0,3076930.0,3160072.0,3332818.0,5890461.0,4169341.0,5066173.0,3603389.0,4298327.0,3690093.0,3057682.0,862195.0,4948333.0
6223.3968521,2052563.0,3359698.0,3772296.0,3974770.0,3086802.0,3167874.0,3337762.0,5892333.0,4180968.0,5078231.0,3614434.0,4308567.0,3698600.0,3064882.0,866765.0,4950493.0
6223.3968918,2053245.0,3356136.0,3765496.0,3964834.0,3074066.0,3153304.0,3322829.0,5877607.0,4180744.0,5074509.0,3607485.0,4298583.0,3685997.0,3050866.0,850840.0,4934925.0
6223.3969317,2040552.0,3343266.0,3756168.0,3958178.0,3070226.0,3152994.0,3324445.0,5881079.0,4164248.0,5061378.0,3597325.0,4291218.0,3682184.0,3049672.0,852264.0,4938093.0
6223.3969715,2042712.0,3346840.0,3759677.0,3962482.0,3075181.0,3157858.0,3329730.0,5887805.0,4168637.0,5065511.0,3601672.0,4296850.0,3687816.0,3055528.0,859459.0,4945378.0
6223.3970116,2050621.0,3357789.0,3770877.0,3974141.0,3086205.0,3167720.0,3338568.0,5893143.0,4180008.0,5076386.0,3613208.0,4307949.0,3698509.0,3064674.0,868125.0,4951143.0
6223.3970513,2053987.0,3359218.0,3768104.0,3967938.0,3078066.0,3156904.0,3325320.0,5879111.0,4180989.0,5076914.0,3609816.0,4301757.0,3690104.0,3054989.0,854403.0,4936887.0
6223.3976834,2048845.0,3355208.0,3769096.0,3972648.0,3086146.0,3168424.0,3339368.0,5894578.0,4178456.0,5074114.0,3611074.0,4306605.0,3697538.0,3065378.0,868307.0,4952834.0
6223.3977306,2055901.0,3359917.0,3771144.0,3972344.0,3081922.0,3160680.0,3328738.0,5881970.0,4182317.0,5077570.0,3612866.0,4305703.0,3694029.0,3058200.0,857512.0,4939554.0
6223.3977705,2044019.0,3343714.0,3756109.0,3957832.0,3069821.0,3152440.0,3323768.0,5879101.0,4168061.0,5061735.0,3597842.0,4290962.0,3681048.0,3048994.0,851539.0,4936237.0
6223.3983952,2056493.0,3360578.0,3771656.0,3973064.0,3084456.0,3164466.0,3333464.0,5886274.0,4183101.0,5079074.0,3613533.0,4306471.0,3696440.0,3062056.0,862317.0,4943687.0
6223.3989993,2046189.0,3351000.0,3764786.0,3968344.0,3082317.0,3165821.0,3338253.0,5894839.0,4174829.0,5070311.0,3607133.0,4302882.0,3694573.0,3062930.0,867315.0,4952386.0
6223.3990405,2055000.0,3360834.0,3772989.0,3973778.0,3085346.0,3165981.0,3335858.0,5889271.0,4181944.0,5078989.0,3615416.0,4308125.0,3697613.0,3063512.0,865080.0,4947538.0
6223.3996628,2044819.0,3349736.0,3762898.0,3966050.0,3079544.0,3163096.0,3335762.0,5892791.0,4172146.0,5068967.0,3605810.0,4299879.0,3691949.0,3060072.0,864611.0,4950359.0
6223.3997093,2055032.0,3360978.0,3773165.0,3975208.0,3086066.0,3167144.0,3337330.0,5892221.0,4182061.0,5079346.0,3615688.0,4308503.0,3698066.0,3064210.0,866808.0,4949549.0
6223.3997495,2051581.0,3352840.0,3762882.0,3961858.0,3070621.0,3151410.0,3322093.0,5877959.0,4177608.0,5071005.0,3604680.0,4295213.0,3683304.0,3048498.0,850957.0,4935869.0
6223.3997894,2041347.0,3345170.0,3757122.0,3959853.0,3072173.0,3155112.0,3326397.0,5882130.0,4163672.0,5062439.0,3598493.0,4292381.0,3683832.0,3051634.0,855149.0,4940050.0
